,Model,Brand,Fuel_type,Running_in_kms,Engine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,height,width,length,Weight,top_speed,Car_Price,Location,Car_age
184,Grand i10,Hyundai,Petrol,65000,1197,Manual,20.36,5,Grey,78.9,Ventilated Disc,Drum,1550,1595,3585,,,240000,Ahmedabad,12
185,3 Series,BMW,Diesel,73000,1995,Automatic,18.88,5,White,184,Disc,Disc,1429,2031,4624,,235,950000,Ahmedabad,9
186,S60 Cross Country,Volvo,Diesel,83000,2400,Automatic,19.6,5,White,190,Disc,Disc,1539,2097,4637,2230,210,2250000,Ahmedabad,4
187,3 Series,BMW,Diesel,49000,1995,Automatic,18.88,5,Black,184,Disc,Disc,1429,2031,4624,,235,1675000,Ahmedabad,7
188,XUV500,Mahindra,Diesel,54000,2179,Manual,15.1,7,White,140,Disc & Caliper Type,Disc & Caliper Type,1785,1890,4585,2450,175,675000,Ahmedabad,8
189,SX4,Maruti,Petrol,54000,1586,Manual,15,5,White,104.6,Ventilated Disc,Drum,1560,1735,4490,,177,250000,Ahmedabad,13
190,Polo,Volkswagen,Diesel,35000,1498,Manual,20.14,5,Grey,88,Disc,Drum,1469,1682,3971,1620,163,575000,Ahmedabad,5
191,Cayenne,Porsche,Diesel,100000,2967,Automatic,13.5,5,Black,240,Disc,Disc,1705,1939,4846,2860,218,2900000,Ahmedabad,8
192,Verna,Hyundai,Diesel,76000,1582,Automatic,22.32,5,White,126.3,Disc,Disc,1475,1700,4370,,190,451000,Ahmedabad,8
193,City,Honda,Petrol,29000,1497,Automatic,17.4,5,Grey,117.6,Ventilated Disc,Drum,1495,1695,4440,1455,195,1050000,Ahmedabad,2
194,City,Honda,Petrol,70000,1497,Manual,16.8,5,White,116.3,Disc,Drum,1485,1695,4440,,,350000,Ahmedabad,12
195,Polo,Volkswagen,Petrol,56000,1198,Manual,16.47,5,White,73.9,Disc,Drum,1453,1682,3970,,162,325000,Ahmedabad,9
196,Q3,Audi,Diesel,118419,1968,Automatic,15.73,5,White,174.3,Ventilated Disc,Drum,1608,2019,4385,2185,212,1100000,Ahmedabad,7
197,City,Honda,Petrol,64000,1497,Manual,17,5,Golden,118,Disc,Drum,1480,1695,4420,,,425000,Ahmedabad,10
198,5 Series,BMW,Diesel,70000,1995,Automatic,18.48,5,Brown,177,Ventilated Disc,Ventilated Disc,1468,1846,4841,2160,226,1650000,Ahmedabad,9
199,Ssangyong Rexton,Mahindra,Diesel,100000,2696,Automatic,11.18,7,White,184,Ventilated Disc,Disc,1840,1900,4755,,194,800000,Ahmedabad,8
200,RediGO,Datsun,Petrol,30000,799,Manual,22.7,5,White,53,Disc,Drum,1541,1560,3429,,,261000,Ahmedabad,3
201,Verna,Hyundai,Diesel,58000,1582,Manual,23.9,5,White,126.2,Disc,Drum,1475,1700,4375,,190,651000,Ahmedabad,5
202,Scala,Renault,Diesel,72000,1461,Manual,21.64,5,White,84.8,Ventilated Disc,Drum,1505,1695,4425,,160,290000,Ahmedabad,8
203,i20,Hyundai,Petrol,65000,1197,Manual,18.5,5,Grey,82.9,Disc,Drum,1505,1710,3995,,,351000,Ahmedabad,9
204,Duster,Renault,Diesel,65000,1461,Manual,19.01,5,White,108.4,Ventilated Disc,Drum,1695,1822,4315,1781,,451000,Ahmedabad,7
205,Ecosport,Ford,Diesel,74000,1498,Manual,22.77,5,Grey,98.59,Ventilated Disc,Drum,1708,1765,3999,,182,575000,Ahmedabad,6
206,Wagon R,Maruti,Petrol,58000,998,Manual,18.9,5,Silver,67.1,Ventilated Disc,Drum,1700,1495,3595,1350,,275000,Ahmedabad,9
207,i20,Hyundai,Petrol,48000,1197,Automatic,17.4,5,White,81.86,Disc,Drum,1505,1734,3985,,151,731000,Ahmedabad,3
208,XUV500,Mahindra,Diesel,58000,1997,Manual,16,7,Silver,140,Disc,Disc,1785,1890,4585,2510,185,950000,Ahmedabad,5
209,Innova,Toyota,Diesel,110000,2494,Manual,12.99,7,White,100.6,Ventilated Disc,Leading-Trailing Drum,1760,1760,4585,2300,155,720000,Ahmedabad,6
210,Innova Crysta,Toyota,Diesel,65000,2755,Automatic,11.36,8,White,171.5,Disc,Drum,1795,1830,4735,2480,,1751000,Ahmedabad,2
211,City,Honda,Diesel,68000,1498,Manual,26,5,Grey,98.6,Disc,Drum,1495,1695,4440,,190,585000,Ahmedabad,6
212,Creta,Hyundai,Petrol,50000,1591,Manual,13,5,Grey,121.3,Disc,Drum,1630,1780,4270,,,1000000,Ahmedabad,4
213,Vento,Volkswagen,Diesel,68000,1598,Manual,20.54,5,White,103.6,Disc,Drum,1466,1699,4384,1760,186,330000,Ahmedabad,10
214,Bolero,Mahindra,Diesel,81000,2523,Manual,13.6,8,White,63,Disc,Drum,1880,1660,4170,,117,575000,Ahmedabad,6
215,Scala,Renault,Diesel,60003,1461,Manual,21.64,5,White,84.8,Ventilated Disc,Drum,1505,1695,4425,,160,325000,Ahmedabad,8
216,Fortuner,Toyota,Diesel,49000,2755,Manual,14.24,7,White,174.5,Ventilated Disc,Ventilated Disc,1835,1855,4795,2610,,2700000,Ahmedabad,3
217,B Class,Mercedes-Benz,Petrol,52000,1595,Automatic,14.8,5,White,120.6,Ventilated Disc,Disc,1557,1786,4393,1950,200,1100000,Ahmedabad,8
218,i20,Hyundai,Diesel,71000,1396,Manual,22.54,5,White,88.73,Disc,Drum,1505,1734,3985,,180,725000,Ahmedabad,3
219,Terra,Nissan,Petrol,50426,2496,Automatic,9.1,5,Silver,,,,,,,,,400000,Ahmedabad,12
220,Verna,Hyundai,Diesel,54000,1582,Manual,22,5,Black,126.2,Disc,Drum,1475,1729,4440,,,700000,Ahmedabad,4
221,Ciaz S,Maruti,Diesel,54000,1248,Manual,28.09,5,White,88.5,Ventilated Disc,Drum,1485,1730,4505,1595,190,775000,Ahmedabad,3
222,Duster,Renault,Diesel,85369,1461,Manual,19.01,5,White,108.4,Ventilated Disc,Drum,1695,1822,4315,1781,,400000,Ahmedabad,9
223,Verna,Hyundai,Petrol,15364,1591,Manual,17,5,Silver,121.3,Disc,Drum,1475,1729,4440,,,975000,Ahmedabad,2
224,Ciaz,Maruti,Diesel,65472,1248,Manual,28.09,5,Grey,88.5,Ventilated Disc,Drum,1485,1730,4490,1595,190,525000,Ahmedabad,6
225,Terrano,Nissan,Diesel,36000,1461,Manual,19.01,5,Grey,108.5,Disc,Drum,1671,2000,4331,1787,165,590000,Ahmedabad,7
226,Duster,Renault,Diesel,55000,1461,Manual,19.87,5,Black,83.8,Disc,Drum,1695,1822,4315,1777,156,625000,Ahmedabad,5
227,Terrano,Nissan,Diesel,65000,1461,Manual,20.45,5,White,83.8,Disc,Drum,1671,2000,4331,1764,156,625000,Ahmedabad,5
228,Vitara Brezza,Maruti,Diesel,89000,1248,Manual,24.3,5,White,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,765000,Ahmedabad,3
229,KWID,Renault,Petrol,20000,799,Manual,25.17,5,Blue,53.3,Disc,Drum,1478,1579,3679,,135,375000,Ahmedabad,4
230,XUV500,Mahindra,Diesel,90000,2179,Manual,16,7,Silver,140,Disc,Disc,1785,1890,4585,2510,185,890000,Ahmedabad,6
231,Fortuner,Toyota,Diesel,193000,2982,Automatic,12.55,7,Blue,168.5,Ventilated Disc,Drum,1850,1840,4705,2510,176,1450000,Ahmedabad,8
232,Wagon R,Maruti,Petrol,46370,998,Manual,20.51,5,Brown,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,280000,Ahmedabad,8
233,Fortuner,Toyota,Diesel,65000,2982,Manual,11.5,7,Black,171,Ventilated Disc,Leading-Trailing Drum,1850,1840,4695,2510,176,890000,Ahmedabad,11
234,New C-Class,Mercedes-Benz,Diesel,63000,2143,Automatic,19.27,5,Blue,170,Disc,Disc,1442,2020,4686,2135,233,2800000,Ahmedabad,5
235,Verna,Hyundai,Diesel,44000,1582,Automatic,22.32,5,White,126.3,Disc,Disc,1475,1700,4370,,190,551000,Ahmedabad,8
236,RediGO,Datsun,Petrol,38000,799,Manual,22.7,5,White,53.64,Disc,Drum,1541,1560,3429,,,325000,Ahmedabad,4
237,5 Series,BMW,Diesel,89000,1995,Automatic,18.48,5,Grey,177,Ventilated Disc,Ventilated Disc,1468,1846,4841,2160,226,1150000,Ahmedabad,13
238,i20,Hyundai,Diesel,56000,1396,Manual,21.9,5,White,88.8,Disc,Drum,1505,1710,3995,,,375000,Ahmedabad,8
239,Jazz,Honda,Petrol,31000,1199,Automatic,18.2,5,Silver,88.7,Disc,Drum,1544,1694,3955,,172,690000,Ahmedabad,4
240,City,Honda,Petrol,59874,1497,Automatic,16.8,5,Grey,116.4,Disc,Drum,1485,1695,4440,,,351000,Ahmedabad,12
241,Endeavour,Ford,Diesel,75693,2953,Automatic,11.4,7,White,153.8,Ventilated Disc,Self-Adjusting Drum,1826,1788,5062,,,491000,Ahmedabad,10
242,A3,Audi,Diesel,33000,1968,Automatic,20.38,5,Red,143,Ventilated Disc,Disc,1416,1960,4456,1890,215,1750000,Ahmedabad,5
243,Verna,Hyundai,Diesel,44000,1582,Automatic,22.32,5,White,126.3,Disc,Disc,1475,1700,4370,,190,550000,Ahmedabad,8
244,i10,Hyundai,Petrol,78659,1197,Manual,20.36,5,Grey,78.9,Ventilated Disc,Drum,1550,1595,3585,,,165000,Ahmedabad,14
245,Corolla Altis,Toyota,Petrol,62586,1798,Manual,14.53,5,Silver,138.1,Ventilated Disc,Disc,1475,1776,4620,,205,775000,Ahmedabad,7
246,Tiago,Tata,Petrol,47000,1199,Manual,23.84,5,White,84,Disc,Drum,1535,1647,3746,,150,490000,Ahmedabad,2
247,City,Honda,Petrol,71000,1497,Automatic,18,5,White,117.3,Disc,Drum,1495,1695,4440,,195,750000,Ahmedabad,7
248,Innova Crysta,Toyota,Diesel,41000,2393,Manual,12,8,Grey,148,Disc,Drum,1795,1830,4735,2480,,1850000,Ahmedabad,1
249,Creta,Hyundai,Diesel,60000,1582,Automatic,17.6,5,White,126.2,Disc,Drum,1665,1780,4270,,,1190000,Ahmedabad,3
250,Swift Dzire,Maruti,Diesel,52000,1248,Manual,23.4,5,White,74,Ventilated Disc,Drum,1555,1695,3995,1505,,400000,Ahmedabad,8
251,Ecosport,Ford,Petrol,65631,1496,Automatic,14.7,5,Blue,120.6,Ventilated Disc,Drum,1647,1765,3998,1705,171,670000,Ahmedabad,3
252,Grand i10,Hyundai,Petrol,19000,1197,Automatic,18.9,5,Red,81.86,Disc,Drum,1520,1660,3765,,165,575000,Ahmedabad,4
253,Wagon R,Maruti,Petrol,54000,998,Manual,20.51,5,White,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,350000,Ahmedabad,5
254,i20,Hyundai,Diesel,52000,1396,Manual,22.54,5,White,88.73,Disc,Drum,1505,1734,3985,,180,550000,Ahmedabad,4
255,Scorpio,Mahindra,Diesel,27000,2179,Manual,0,7,Black,140,Ventilated Disc,Drum,1995,1820,4456,2510,,1250000,Ahmedabad,1
256,Vento,Volkswagen,Diesel,66000,1598,Manual,20.54,5,Grey,103.6,Disc,Drum,1466,1699,4384,1760,186,400000,Ahmedabad,7
257,Ciaz,Maruti,Diesel,54000,1248,Manual,28.09,5,Brown,88.5,Ventilated Disc,Drum,1485,1730,4490,1595,190,500000,Ahmedabad,6
258,i10,Hyundai,Petrol,58000,1197,Manual,20.36,5,White,78.9,Ventilated Disc,Drum,1550,1595,3585,,,310000,Ahmedabad,9
259,City,Honda,Petrol,9000,1497,Automatic,17.4,5,Maroon,117.6,Ventilated Disc,Drum,1495,1695,4440,1482,178,1150000,Ahmedabad,4
260,Baleno,Maruti,Petrol,51000,1197,Automatic,21.4,5,Silver,83.1,Disc,Drum,1510,1745,3995,1360,180,550000,Ahmedabad,6
261,Ritz,Maruti,Petrol,60000,1197,Manual,18.5,5,White,85.8,Ventilated Disc,Drum,1620,1680,3775,1430,156,365000,Ahmedabad,7
262,Sunny,Nissan,Petrol,60000,1498,Manual,16.95,5,Grey,97.7,Ventilated Disc,Drum,1505,1695,4425,,,425000,Ahmedabad,8
263,Swift,Maruti,Diesel,93000,1248,Manual,28.4,5,White,74,Disc,Drum,1530,1735,3840,1405,,405000,Ahmedabad,7
264,Vitara Brezza,Maruti,Diesel,72000,1248,Automatic,24.3,5,Red,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,790000,Ahmedabad,4
265,Eeco,Maruti,Petrol,57000,1196,Manual,15.37,5,White,73,Ventilated Disc,Drum,1800,1475,3675,1510,145,365000,Ahmedabad,5
266,EON,Hyundai,Petrol,430001,814,Manual,22,5,Grey,55,Disc,Drum,1500,1550,3495,,,325000,Ahmedabad,5
267,Jazz,Honda,Diesel,60000,1498,Manual,27.3,5,Maroon,98.6,Disc,Drum,1544,1694,3955,,172,575000,Ahmedabad,5
268,Vento,Volkswagen,Diesel,65000,1498,Automatic,22.15,5,White,108.6,Ventilated Disc,Drum,1467,1699,4390,1770,180,875000,Ahmedabad,4
269,Q7,Audi,Diesel,91000,2967,Automatic,12.07,7,White,241.4,Ventilated Disc,Ventilated Disc,1737,2177,5089,2995,215,3100000,Ahmedabad,5
270,Swift,Maruti,Diesel,92619,1248,Manual,22.9,5,White,74,Ventilated Disc,Drum,1530,1695,3850,1505,158,378000,Ahmedabad,7
271,Innova,Toyota,Diesel,92000,2494,Manual,12.99,8,Silver,100.6,Ventilated Disc,Drum,1760,1765,4585,2300,155,775000,Ahmedabad,8
272,Fortuner,Toyota,Diesel,99000,2982,Automatic,11.5,7,Black,169,Ventilated Disc,Leading-Trailing Drum,1850,1840,4705,2505,,1350000,Ahmedabad,9
273,New C-Class,Mercedes-Benz,Diesel,45000,1950,Automatic,12.6,5,White,194,Disc,Disc,1442,2020,4686,2165,240,3650000,Ahmedabad,2
274,Seltos,Kia,Petrol,9000,1353,Automatic,16.8,5,White,138,Disc,Disc,1645,1800,4315,,,1700000,Ahmedabad,2
275,City,Honda,Petrol,112000,1497,Manual,17.7,5,Grey,78,Ventilated Disc,Drum,1495,1690,4390,,173,275000,Ahmedabad,13
276,Kodiaq,Skoda,Diesel,100000,1968,Automatic,16.25,7,Black,148,Disc,Disc,1676,1882,4697,2449,200,2550000,Ahmedabad,4
277,Swift,Maruti,Petrol,65000,1197,Manual,22,5,White,81.8,Disc,Drum,1530,1735,3840,1315,,590000,Ahmedabad,3
278,Vitara Brezza,Maruti,Diesel,46657,1248,Manual,24.3,5,Silver,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,750000,Ahmedabad,5
279,Verna,Hyundai,Diesel,50000,1582,Automatic,19.08,5,White,126.3,Disc,Disc,1475,1700,4370,,190,530000,Ahmedabad,7
280,Etios Liva,Toyota,Diesel,56000,1364,Manual,23.59,5,Silver,,,,,,,,,325000,Ahmedabad,9
281,Micra,Nissan,Diesel,52150,1461,Manual,23.08,5,White,63.1,Ventilated Disc,Drum,1525,1665,3825,,160,325000,Ahmedabad,8
282,Swift Dzire,Maruti,Diesel,62000,1248,Manual,23.4,5,Silver,74,Ventilated Disc,Drum,1555,1695,3995,1505,,475000,Ahmedabad,7
283,Jazz,Honda,Diesel,59000,1498,Manual,27.3,5,White,98.6,Disc,Drum,1544,1694,3955,,172,525000,Ahmedabad,5
284,New C-Class,Mercedes-Benz,Diesel,81000,2143,Automatic,14.84,5,Brown,170,Ventilated Disc,Disc,1447,1770,4591,2115,228,1325000,Ahmedabad,9
285,A4,Audi,Diesel,63000,1968,Automatic,17.11,5,Grey,174.3,Ventilated Disc,Disc,1427,2040,4701,2055,222,1800000,Ahmedabad,6
286,Vento,Volkswagen,Diesel,86000,1498,Automatic,22.15,5,Golden,108.6,Ventilated Disc,Drum,1467,1699,4390,1770,180,750000,Ahmedabad,5
287,Alto,Maruti,Petrol,55000,796,Manual,19.7,5,White,46.3,Disc,Drum,1460,1475,3495,1140,137,111000,Ahmedabad,15
288,E-Class,Mercedes-Benz,Diesel,116000,2143,Automatic,14.21,5,White,203,Ventilated Disc,Ventilated Disc,1471,1854,4868,,242,1050000,Ahmedabad,10
289,i20,Hyundai,Petrol,74000,1197,Manual,18.5,5,White,82.85,Disc,Drum,1505,1710,3995,,,400000,Ahmedabad,7
290,i10,Hyundai,Petrol,61000,1197,Manual,20.36,5,Grey,78.9,Ventilated Disc,Drum,1550,1595,3585,,,311000,Ahmedabad,9
291,City,Honda,Petrol,48000,1497,Manual,17.8,5,White,117.3,Disc,Drum,1495,1695,4440,,195,651000,Ahmedabad,6
292,Scorpio,Mahindra,Diesel,75000,2179,Manual,12.05,9,White,120,Disc,Drum,1975,1817,4430,2510,,450000,Ahmedabad,9
293,Amaze,Honda,Diesel,61000,1498,Manual,25.8,5,Blue,98.6,Disc,Drum,1505,1680,3990,,170,350000,Ahmedabad,8
294,Cruze,Chevrolet,Diesel,55000,1991,Manual,18.3,5,White,147.9,Disc,Disc,1477,1788,4597,,,375000,Ahmedabad,10
295,City,Honda,Diesel,65000,1498,Manual,26,5,Brown,98.6,Disc,Drum,1495,1695,4440,,190,570000,Ahmedabad,7
296,Ertiga,Maruti,Diesel,65000,1248,Manual,24.52,7,Grey,88.5,Ventilated Disc,Drum,1685,1695,4296,,160,751000,Ahmedabad,4
297,S60,Volvo,Diesel,71000,1984,Automatic,9,5,White,181,Disc,Disc,1484,2097,4635,2060,215,1550000,Ahmedabad,6
298,Passat,Volkswagen,Petrol,65742,1798,Manual,14.3,5,White,160,Disc,Disc,1475,1820,4765,2030,220,525000,Ahmedabad,11
299,Rapid,Skoda,Diesel,62000,1598,Manual,20.5,5,Silver,103.5,Disc,Drum,1466,1699,4386,1757,,425000,Ahmedabad,8
300,Yaris,Toyota,Petrol,35000,1496,Automatic,17.8,5,White,105.9,Disc,Drum,1495,1730,4425,1580,,965000,Ahmedabad,3
301,Duster,Renault,Diesel,60000,1461,Manual,19.01,5,White,108.4,Ventilated Disc,Drum,1695,1822,4315,1781,,351000,Ahmedabad,9
302,Etios,Toyota,Diesel,63000,1364,Manual,23.59,5,White,,,,,,,,,345000,Ahmedabad,9
303,Zen,Maruti,Petrol,25478,993,Manual,17.3,5,Silver,60,Disc,Drum,1405,1495,3535,1190,145,125000,Ahmedabad,17
304,TUV 300,Mahindra,Diesel,70000,1493,Manual,18.49,7,Silver,100,Disc,Drum,1826,1835,3995,2225,156,875000,Ahmedabad,2
305,Figo,Ford,Diesel,58000,1399,Manual,20,5,White,68,Ventilated Disc,Drum,1427,1680,3795,,148,295000,Ahmedabad,7
306,Ecosport,Ford,Diesel,62000,1498,Manual,23,5,Black,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,890000,Ahmedabad,2
307,Innova Crysta,Toyota,Diesel,70000,2393,Automatic,13.68,7,Grey,147.5,Disc,Drum,1795,1830,4735,2450,,1390000,Ahmedabad,5
308,Verna,Hyundai,Diesel,65327,1396,Manual,23.5,5,White,88.7,Disc,Disc,1475,1700,4370,,,441000,Ahmedabad,8
309,Swift,Maruti,Diesel,49000,1248,Manual,25.2,5,White,74,Ventilated Disc,Drum,1530,1735,3840,1405,155,525000,Ahmedabad,6
310,Xcent,Hyundai,Petrol,53000,1197,Manual,20.14,5,Silver,81.86,Disc,Drum,1520,1660,3995,,172,525000,Ahmedabad,3
311,Seltos,Kia,Petrol,6000,1353,Manual,16.1,5,Grey,138,Disc,Disc,1645,1800,4315,,,1695000,Ahmedabad,2
312,Endeavour,Ford,Diesel,39000,3198,Automatic,10.91,7,White,197,Disc,Disc,1837,1860,4892,,160,3450000,Ahmedabad,2
313,A6,Audi,Diesel,71000,1968,Automatic,17.68,5,White,174.3,Ventilated Disc,Ventilated Disc,1455,2086,4915,2165,222,1690000,Ahmedabad,8
314,Q5,Audi,Diesel,67468,1968,Automatic,17.01,5,Blue,188,Ventilated Disc,Disc,1659,2140,4663,2440,218,4000000,Ahmedabad,3
315,City,Honda,Petrol,66000,1497,Manual,17.8,5,White,117.3,Disc,Drum,1495,1695,4440,,195,775000,Ahmedabad,5
316,E-Class,Mercedes-Benz,Diesel,48000,2143,Automatic,13,5,White,204,Ventilated Disc,Disc,1474,2071,4879,2280,242,2651000,Ahmedabad,5
317,Rover Range Rover Sport,Land,Diesel,85493,2993,Automatic,14.7,5,Black,241.6,Ventilated Disc,Ventilated Disc,1784,2170,4788,3175,209,3500000,Ahmedabad,9
318,XUV500,Mahindra,Diesel,60000,2179,Manual,15.1,7,White,140,Disc & Caliper Type,Disc & Caliper Type,1785,1890,4585,2450,175,450000,Ahmedabad,9
319,City,Honda,Petrol,16000,1498,Automatic,18.4,5,Grey,119.3,Ventilated Disc,Drum,1489,1748,4549,1482,,1125000,Ahmedabad,3
320,XUV500,Mahindra,Diesel,86000,2179,Manual,15.1,7,Violet,140,Disc & Caliper Type,Disc & Caliper Type,1785,1890,4585,2450,175,575000,Ahmedabad,8
321,Xcent,Hyundai,Petrol,24000,1197,Manual,19.1,5,Maroon,82,Disc,Drum,1520,1660,3995,,172,491000,Ahmedabad,6
322,Wagon R,Maruti,Petrol,12000,998,Manual,20.51,5,White,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,350000,Ahmedabad,6
323,Baleno,Maruti,Petrol,18652,1197,Manual,21.4,5,Blue,83.1,Disc,Drum,1510,1745,3995,1340,180,591000,Ahmedabad,5
324,Verna,Hyundai,Diesel,62000,1582,Manual,22,5,Grey,126.2,Disc,Drum,1475,1729,4440,,,850000,Ahmedabad,3
325,i20,Hyundai,Petrol,33000,1197,Manual,18.6,5,Maroon,81.86,Disc,Drum,1505,1734,3985,,170,675000,Ahmedabad,1
326,Swift Dzire,Maruti,Diesel,43000,1248,Automatic,28.4,5,Silver,74.02,Disc,Drum,1515,1735,3995,1405,,650000,Ahmedabad,4
327,Jazz,Honda,Petrol,35000,1199,Manual,18.7,5,White,88.7,Disc,Drum,1544,1694,3955,,172,580000,Ahmedabad,5
328,Verna,Hyundai,Diesel,52000,1582,Automatic,19.08,5,White,126.2,Disc,Drum,1475,1700,4375,,190,550000,Ahmedabad,6
329,Verna,Hyundai,Diesel,54000,1582,Automatic,22,5,White,126.2,Disc,Drum,1475,1729,4440,,,950000,Ahmedabad,3
330,Alto 800,Maruti,Petrol,18000,796,Manual,24.7,5,White,47.3,Disc,Drum,1475,1490,3445,1185,140,381000,Ahmedabad,1
331,Polo,Volkswagen,Petrol,39000,1197,Automatic,17.21,5,Red,103.5,Disc,Drum,1469,1682,3971,1580,177,725000,Ahmedabad,4
332,Fortuner,Toyota,Diesel,101835,2982,Automatic,12.55,7,White,168.5,Ventilated Disc,Drum,1850,1840,4705,2510,176,1400000,Ahmedabad,7
333,Wagon R,Maruti,Petrol,61000,998,Manual,21.79,5,Black,67.05,Disc,Drum,1675,1620,3655,1340,,80000,Ahmedabad,16
334,Eeco,Maruti,CNG,13000,1196,Manual,20,5,White,63,Ventilated Disc,Drum,1800,1475,3675,1510,145,391000,Ahmedabad,1
335,XUV500,Mahindra,Diesel,77708,2179,Automatic,16,7,Silver,140,Disc,Disc,1785,1890,4585,2510,185,800000,Ahmedabad,6
336,Grand i10,Hyundai,Petrol,56000,1197,Manual,18.9,5,White,82,Disc,Drum,1520,1660,3765,,165,435000,Ahmedabad,7
337,Duster,Renault,Diesel,80000,1461,Manual,19.01,5,White,108.4,Ventilated Disc,Drum,1695,1822,4315,1781,,380000,Ahmedabad,8
338,Innova,Toyota,Diesel,120000,2494,Manual,12.99,8,Silver,100.6,Ventilated Disc,Leading-Trailing Drum,1760,1760,4585,2300,155,575000,Ahmedabad,9
339,Fortuner,Toyota,Diesel,82004,2982,Manual,13,7,Silver,168.5,Ventilated Disc,Drum,1850,1840,4705,2505,176,1175000,Ahmedabad,9
340,Ecosport,Ford,Petrol,52000,999,Manual,18.88,5,White,123.3,Ventilated Disc,Drum,1708,1765,3999,1740,190,550000,Ahmedabad,7
341,Ecosport,Ford,Diesel,65990,1498,Manual,23,5,White,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,677000,Ahmedabad,4
342,Ciaz,Maruti,Diesel,133308,1248,Manual,26.21,5,Brown,88.5,Ventilated Disc,Drum,1485,1730,4490,1585,160,467000,Ahmedabad,7
343,Laura,Skoda,Diesel,99969,1968,Manual,20,5,White,108.5,Disc,Disc,1485,1769,4569,1971,,286000,Ahmedabad,9
344,Etios Liva,Toyota,Diesel,303954,1364,Manual,23.59,5,S B Silver,,,,,,,,,169000,Ahmedabad,9
345,Swift,Maruti,Diesel,164775,1248,Manual,22.9,5,White,74,Ventilated Disc,Drum,1530,1695,3850,1505,154,237000,Ahmedabad,9
346,Verna,Hyundai,Diesel,56500,1582,Manual,22.32,5,White,126.3,Disc,Disc,1475,1700,4370,,,385000,Ahmedabad,10
347,Innova Crysta,Toyota,Diesel,72000,2755,Automatic,11.36,7,Maroon,171.5,Disc,Drum,1795,1830,4735,2450,,1650000,Ahmedabad,5
348,Endeavour,Ford,Diesel,53000,3198,Automatic,10.91,7,White,197,Disc,Disc,1837,1860,4892,,160,2750000,Ahmedabad,3
349,E-Class,Mercedes-Benz,Diesel,86000,2143,Automatic,14.21,5,Black,203,Ventilated Disc,Ventilated Disc,1471,1854,4868,2280,242,1250000,Ahmedabad,10
350,City,Honda,Petrol,56000,1497,Automatic,15.6,5,Grey,116.3,Disc,Drum,1485,1695,4440,,,490000,Ahmedabad,10
351,Vento,Volkswagen,Petrol,64000,1197,Automatic,16.93,5,Silver,103.2,Disc,Drum,1466,1699,4384,1720,185,540000,Ahmedabad,6
352,XUV500,Mahindra,Diesel,83000,2179,Manual,16,7,White,140,Disc,Disc,1785,1890,4585,2510,185,690000,Ahmedabad,6
353,Endeavour,Ford,Diesel,122000,3198,Automatic,10.91,7,White,197,Disc,Disc,1837,1860,4892,,160,2250000,Ahmedabad,5
354,Thar,Mahindra,Diesel,48000,2498,Manual,16.55,6,Grey,105,Disc,Drum,1930,1726,3920,,154,825000,Ahmedabad,4
355,A3,Audi,Diesel,60000,1968,Automatic,20.38,5,Red,143,Ventilated Disc,Disc,1416,1960,4456,1890,215,1500000,Ahmedabad,6
356,New C-Class,Mercedes-Benz,Diesel,70800,2143,Automatic,14.84,5,Grey,170,Ventilated Disc,Disc,1447,1770,4591,2115,228,1250000,Ahmedabad,10
357,Ciaz,Maruti,Diesel,96000,1248,Manual,28.09,5,White,88.5,Ventilated Disc,Drum,1485,1730,4490,1590,,775000,Ahmedabad,3
358,City,Honda,Petrol,5150,1497,Automatic,17.4,5,White,117.6,Ventilated Disc,Drum,1495,1695,4440,1475,195,1390000,Ahmedabad,1
359,Verna,Hyundai,Diesel,54000,1582,Manual,22,5,Black,126.2,Disc,Drum,1475,1729,4440,,,675000,Ahmedabad,4
360,Vitara Brezza,Maruti,Diesel,35000,1248,Manual,24.3,5,Grey,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,800000,Ahmedabad,2
361,Duster,Renault,Diesel,65000,1461,Manual,19.01,5,Silver,108.4,Ventilated Disc,Drum,1695,1822,4315,1781,,415000,Ahmedabad,8
362,Swift Dzire,Maruti,Diesel,68000,1248,Manual,28.4,5,White,74.02,Disc,Drum,1515,1735,3995,1405,,490000,Ahmedabad,6
363,i20,Hyundai,Petrol,56000,1197,Manual,17,5,Maroon,80,Disc,Drum,1505,1710,3940,,,335000,Ahmedabad,11
364,RediGO,Datsun,Petrol,25000,999,Manual,22.5,5,Grey,67,Disc,Drum,1541,1560,3429,,,251000,Ahmedabad,4
365,Verna,Hyundai,Diesel,60000,1582,Manual,22.32,5,White,126.3,Disc,Disc,1475,1700,4370,,190,465000,Ahmedabad,8
366,Harrier,Tata,Diesel,48000,1956,Manual,17,5,Black,167.6,Disc,Drum,1706,1894,4598,,,1851000,Ahmedabad,1
