,Model,Brand,Fuel_type,Running_in_kms,Engine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,height,width,length,Weight,top_speed,Car_Price,Location,Car_age
9843,Laura,Skoda,Petrol,70000,1798,Manual,13.4,5,Silver,157.8,Disc,Disc,1485,1769,4569,1965,225,375000,New_Delhi,9
9844,City,Honda,Petrol,22000,1497,Manual,17.8,5,White,117.3,Disc,Drum,1495,1695,4440,,195,795000,New_Delhi,5
9845,A3,Audi,Diesel,57000,1968,Automatic,20.38,5,Blue,143,Ventilated Disc,Disc,1416,1796,4458,1890,215,1600000,New_Delhi,6
9846,Brio,Honda,Petrol,41000,1198,Manual,19.4,5,Grey,86.8,Disc,Drum,1500,1680,3610,,164,360000,New_Delhi,7
9847,Brio,Honda,Petrol,37000,1198,Manual,18.5,5,Silver,86.8,Disc,Drum,1500,1680,3610,,145,335000,New_Delhi,5
9848,Creta,Hyundai,Diesel,81000,1582,Automatic,17.01,5,White,126.2,Disc,Drum,1630,1780,4270,,190,900000,New_Delhi,5
9849,Ecosport,Ford,Petrol,54000,1496,Automatic,14.7,5,White,120.6,Ventilated Disc,Drum,1647,1765,3998,1705,,645000,New_Delhi,6
9850,Ecosport,Ford,Diesel,73000,1498,Manual,21.7,5,Black,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,465000,New_Delhi,6
9851,Q5,Audi,Diesel,15000,1968,Automatic,14.16,5,White,174.3,Ventilated Disc,Disc,1655,2089,4629,2430,200,1575000,New_Delhi,9
9852,City,Honda,Petrol,88000,1497,Manual,17,5,Silver,118,Disc,Drum,1480,1695,4420,,,280000,New_Delhi,12
9853,i10,Hyundai,Petrol,56000,1197,Manual,20.36,5,White,78.9,Ventilated Disc,Drum,1550,1595,3585,,,265000,New_Delhi,8
9854,Superb,Skoda,Petrol,42000,1798,Automatic,14.67,5,Grey,177.4,Disc,Disc,1483,1864,4861,2030,,1825000,New_Delhi,5
9855,Superb,Skoda,Petrol,5000,1984,Automatic,15.1,5,Brown,187.7,Disc,Disc,1469,1864,4869,2098,,3175000,New_Delhi,0
9856,Fortuner,Toyota,Petrol,95000,2694,Automatic,10,7,White,163.6,Ventilated Disc,Ventilated Disc,1835,1855,4795,2510,,1350000,New_Delhi,8
9857,Ciaz,Maruti,Petrol,58000,1373,Manual,20.73,5,Silver,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,595000,New_Delhi,5
9858,Micra,Nissan,Diesel,80000,1461,Manual,23.08,5,White,63.1,Ventilated Disc,Drum,1525,1665,3825,,160,240000,New_Delhi,8
9859,Rapid,Skoda,Petrol,65000,1598,Manual,15,5,White,103.5,Disc,Drum,1466,1699,4386,1674,188,440000,New_Delhi,7
9860,Cooper,Mini,Petrol,28000,1998,Automatic,16.72,4,Red,189,Disc,Disc,1415,1727,3850,1765,228,3450000,New_Delhi,4
9861,Endeavour,Ford,Diesel,37800,3198,Automatic,10.91,7,Black,197,Disc,Disc,1837,1860,4892,,160,2950000,New_Delhi,4
9862,5 Series,BMW,Diesel,15000,1995,Automatic,18.12,5,White,190,Ventilated Disc,Ventilated Disc,1464,2102,4907,,231,4950000,New_Delhi,2
9863,Creta,Hyundai,Petrol,80000,1591,Manual,15.8,5,Red,121.3,Disc,Drum,1665,1780,4270,,,800000,New_Delhi,6
9864,5 Series,BMW,Diesel,51000,2993,Automatic,16.73,5,Blue,218,Ventilated Disc,Ventilated Disc,1468,1846,4841,2315,236,1399000,New_Delhi,8
9865,Rover Range Rover Sport,Land,Diesel,11900,2993,Automatic,12.65,5,White,296,Ventilated Disc,Ventilated Disc,1803,2220,4879,,222,12400000,New_Delhi,2
9866,Superb,Skoda,Petrol,43000,1798,Automatic,14.67,5,Grey,177.4,Disc,Disc,1483,1864,4861,2030,,1490000,New_Delhi,5
9867,i20,Hyundai,Diesel,65000,1396,Manual,21.9,5,White,88.76,Disc,Drum,1505,1710,3995,,,299000,New_Delhi,8
9868,Fortuner,Toyota,Diesel,85000,2982,Automatic,12.55,7,White,168.5,Ventilated Disc,Drum,1850,1840,4705,2510,176,1500000,New_Delhi,7
9869,Scorpio,Mahindra,Diesel,45000,2179,Manual,15.4,7,Silver,120,Disc,Drum,1995,1820,4456,2510,150,1200000,New_Delhi,4
9870,Ecosport,Ford,Diesel,41875,1498,Manual,21.7,5,White,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,875000,New_Delhi,2
9871,XUV300,Mahindra,Diesel,50000,1497,Manual,20,5,Red,115,Disc,Disc,1627,1821,3995,,,1025000,New_Delhi,2
9872,City,Honda,Petrol,68000,1497,Automatic,15.6,5,Parpal,116.3,Disc,Drum,1485,1695,4440,,,465000,New_Delhi,8
9873,New C-Class,Mercedes-Benz,Diesel,64000,2148,Manual,15.8,5,Silver,170,Ventilated Disc,Disc,1447,1770,4596,2090,228,874000,New_Delhi,9
9874,Alto K10,Maruti,Petrol,60000,998,Manual,23.95,5,White,67.05,Ventilated Disc,Drum,1475,1515,3545,1210,145,325000,New_Delhi,3
9875,3 Series,BMW,Diesel,47000,1995,Automatic,22.69,5,White,190,Disc,Disc,1429,2031,4633,,230,2500000,New_Delhi,4
9876,New C-Class,Mercedes-Benz,Diesel,69000,2148,Manual,15.8,5,Black,170,Ventilated Disc,Disc,1447,1770,4596,2090,228,950000,New_Delhi,9
9877,Santro Xing,Hyundai,Petrol,55000,1086,Manual,17.92,5,Silver,62.1,Ventilated Disc,Drum,1590,1525,3565,,,244000,New_Delhi,8
9878,i20,Hyundai,Petrol,45000,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,585000,New_Delhi,4
9879,Polo,Volkswagen,Petrol,68000,1197,Automatic,17.21,5,Grey,103.5,Disc,Drum,1469,1682,3971,1580,177,550000,New_Delhi,6
9880,Verna,Hyundai,Petrol,38500,1591,Manual,17,5,White,121.3,Disc,Drum,1475,1729,4440,,,975000,New_Delhi,3
9881,Grand i10,Hyundai,Petrol,33000,1197,Manual,18.9,5,Silver,82,Disc,Drum,1520,1660,3765,,165,485000,New_Delhi,4
9882,Triber,Renault,Petrol,2200,999,Automatic,18.2,7,White,71,Disc,Drum,1643,1739,3990,,,670000,New_Delhi,1
9883,Camry,Toyota,Petrol,79000,2494,Automatic,19.16,5,White,157.7,Ventilated Disc,Disc,1480,1825,4850,2100,200,1675000,New_Delhi,5
9884,GLC Coupe,Mercedes-Benz,Petrol,7000,2991,Automatic,12.74,5,White,384.8,Disc,Disc,1644,1890,4658,2435,250,8300000,New_Delhi,0
9885,A6,Audi,Petrol,70000,2773,Automatic,10.4,5,White,201,Disc & Drum,Disc,1455,1874,4915,2190,240,1299000,New_Delhi,10
9886,Polo,Volkswagen,Petrol,22000,1198,Manual,16.47,5,Silver,74,Disc,Drum,1469,1682,3971,1520,165,395000,New_Delhi,7
9887,TUV 300,Mahindra,Diesel,75000,1493,Manual,18.49,7,Red,100,Disc,Drum,1826,1835,3995,2225,156,550000,New_Delhi,6
9888,Creta,Hyundai,Diesel,27000,1582,Automatic,17.01,5,White,126.2,Disc,Drum,1630,1780,4270,,190,1450000,New_Delhi,3
9889,Polo,Volkswagen,Petrol,67000,1197,Automatic,17.2,5,Grey,103.6,Disc,Drum,1453,1682,3970,,,550000,New_Delhi,6
9890,Baleno,Maruti,Petrol,26000,1197,Manual,21.4,5,Silver,83.1,Disc,Drum,1510,1745,3995,1340,180,595000,New_Delhi,3
9891,Innova,Toyota,Diesel,92000,2494,Manual,12.99,7,Silver,100.6,Ventilated Disc,Leading-Trailing Drum,1760,1765,4585,2300,155,590000,New_Delhi,8
9892,Alto,Maruti,Petrol,89000,796,Manual,19.7,5,White,46.3,Disc,Drum,1460,1475,3495,1140,137,75000,New_Delhi,14
9893,A4,Audi,Diesel,57000,1968,Automatic,17.11,5,White,174.3,Ventilated Disc,Disc,1427,2040,4701,2055,222,1500000,New_Delhi,7
9894,Fortuner,Toyota,Diesel,112000,2982,Manual,13,7,White,168.5,Ventilated Disc,Drum,1850,1840,4705,2505,176,1425000,New_Delhi,7
9895,Ignis,Maruti,Petrol,9000,1197,Automatic,20.89,5,Blue,81.8,Disc,Drum,1595,1690,3700,,,595000,New_Delhi,3
9896,Amaze,Honda,Petrol,33000,1198,Manual,17.8,5,Grey,86.7,Disc,Drum,1505,1680,3990,,140,625000,New_Delhi,2
9897,Endeavour,Ford,Diesel,37800,3198,Automatic,10.91,7,Black,197,Disc,Disc,1837,1860,4892,,160,2950000,New_Delhi,4
9898,Civic,Honda,Petrol,62000,1799,Manual,14.8,5,Grey,130.2,Ventilated Disc,Disc,1450,1750,4545,,206,345000,New_Delhi,10
9899,New C-Class,Mercedes-Benz,Diesel,69000,2148,Manual,15.8,5,Black,170,Ventilated Disc,Disc,1447,1770,4596,2090,228,950000,New_Delhi,9
9900,City,Honda,Diesel,67000,1498,Manual,26,5,Silver,98.6,Disc,Drum,1495,1695,4440,,175,650000,New_Delhi,6
9901,XUV500,Mahindra,Diesel,60000,2179,Manual,16,7,Black,140,Disc,Disc,1785,1890,4585,2510,185,1450000,New_Delhi,3
9902,Grand i10,Hyundai,Petrol,70000,1197,Manual,20.36,5,Maroon,78.9,Ventilated Disc,Drum,1550,1595,3585,,,165000,New_Delhi,12
9903,Amaze,Honda,Diesel,62154,1498,Manual,25.8,5,Silver,98.6,Disc,Drum,1505,1680,3990,,170,350000,New_Delhi,7
9904,CLA,Mercedes-Benz,Diesel,12000,2143,Automatic,17.9,5,Red,136,Disc,Disc,1432,1777,4630,2005,220,2300000,New_Delhi,4
9905,Wagon R,Maruti,Petrol,47500,998,Manual,20.51,5,Blue,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,255000,New_Delhi,9
9906,i10,Hyundai,Petrol,45000,1197,Manual,20.36,5,Silver,78.9,Ventilated Disc,Drum,1550,1595,3585,,,235000,New_Delhi,10
9907,Q7,Audi,Diesel,61000,2967,Automatic,12.07,7,Silver,241.4,Ventilated Disc,Ventilated Disc,1737,2177,5089,2995,215,2750000,New_Delhi,6
9908,Brio,Honda,Petrol,41000,1198,Manual,19.4,5,Grey,86.8,Disc,Drum,1500,1680,3610,,164,360000,New_Delhi,7
9909,i20,Hyundai,Petrol,45000,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,585000,New_Delhi,4
9910,City,Honda,Petrol,88000,1497,Manual,17,5,Silver,118,Disc,Drum,1480,1695,4420,,,280000,New_Delhi,12
9911,Creta,Hyundai,Petrol,20000,1591,Automatic,13,5,Silver,121.3,Disc,Drum,1630,1780,4270,,,1135000,New_Delhi,4
9912,i20,Hyundai,Diesel,65000,1396,Manual,21.9,5,White,88.76,Disc,Drum,1505,1710,3995,,,299000,New_Delhi,8
9913,GLE Class,Mercedes-Benz,Diesel,81500,2143,Automatic,17.9,5,Black,201.1,Ventilated Disc,Ventilated Disc,1796,2141,4819,2950,212,3840000,New_Delhi,5
9914,Swift Dzire,Maruti,Petrol,20000,1197,Manual,21.21,5,Maroon,81.8,Disc,Drum,1515,1735,3995,1315,,685000,New_Delhi,4
9915,Superb,Skoda,Petrol,5000,1984,Automatic,15.1,5,Brown,187.7,Disc,Disc,1469,1864,4869,2098,,3175000,New_Delhi,0
9916,Scorpio,Mahindra,Diesel,45000,2179,Manual,15.4,7,Silver,120,Disc,Drum,1995,1820,4456,2510,150,1200000,New_Delhi,4
9917,Ecosport,Ford,Petrol,46000,1499,Automatic,15.63,5,White,110.4,Ventilated Disc,Drum,1708,1765,3999,,182,699000,New_Delhi,5
9918,Camry,Toyota,Petrol,79000,2494,Automatic,19.16,5,White,157.7,Ventilated Disc,Disc,1480,1825,4850,2100,200,1675000,New_Delhi,5
9919,Triber,Renault,Petrol,2200,999,Automatic,18.2,7,White,71,Disc,Drum,1643,1739,3990,,,670000,New_Delhi,1
9920,Innova,Toyota,Diesel,88000,2494,Manual,12.99,7,Blue,100.6,Ventilated Disc,Leading-Trailing Drum,1760,1765,4585,2300,155,675000,New_Delhi,8
9921,GLC Coupe,Mercedes-Benz,Petrol,7000,2991,Automatic,12.74,5,White,384.8,Disc,Disc,1644,1890,4658,2435,250,8300000,New_Delhi,0
9922,City,Honda,Petrol,58000,1497,Automatic,18,5,White,117.3,Disc,Drum,1495,1695,4440,,195,595000,New_Delhi,6
9923,XUV500,Mahindra,Diesel,9003,2179,Manual,0,7,Silver,152.8,Ventilated Disc,Disc,1785,1890,4585,2510,,1375000,New_Delhi,2
9924,X6,BMW,Diesel,55000,2993,Automatic,11.2,4,Red,241,Ventilated Disc,Ventilated Disc,1690,1983,4877,2675,210,2090000,New_Delhi,8
9925,XJ,Jaguar,Petrol,65000,1999,Automatic,9.4,5,Maroon,237.3,Disc,Disc,1457,2105,5252,2265,241,3790000,New_Delhi,6
9926,3 Series,BMW,Diesel,47000,1995,Automatic,22.69,5,White,190,Disc,Disc,1429,2031,4633,,230,2500000,New_Delhi,4
9927,New C-Class,Mercedes-Benz,Diesel,41000,2143,Automatic,19.27,5,Silver,170,Disc,Disc,1442,2020,4686,2135,233,2595000,New_Delhi,5
9928,5 Series,BMW,Diesel,51000,1995,Automatic,20.37,5,Blue,187.7,Ventilated Disc,Ventilated Disc,1466,2126,4936,,235,4100000,New_Delhi,2
9929,Ciaz,Maruti,Petrol,41000,1373,Manual,20.73,5,Brown,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,635000,New_Delhi,5
9930,Zest,Tata,Diesel,34000,1248,Automatic,21.58,5,Silver,88.7,Disc,Drum,1570,1706,3995,,160,360000,New_Delhi,7
9931,Creta,Hyundai,Diesel,27000,1582,Automatic,17.01,5,White,126.2,Disc,Drum,1630,1780,4270,,190,1450000,New_Delhi,3
9932,Polo,Volkswagen,Petrol,67000,1197,Automatic,17.2,5,Grey,103.6,Disc,Drum,1453,1682,3970,,,550000,New_Delhi,6
9933,Q5,Audi,Diesel,15000,1968,Automatic,14.16,5,White,174.3,Ventilated Disc,Disc,1655,2089,4629,2430,200,1575000,New_Delhi,9
9934,City,Honda,Petrol,22000,1497,Manual,17.8,5,White,117.3,Disc,Drum,1495,1695,4440,,195,795000,New_Delhi,5
9935,A3,Audi,Diesel,57000,1968,Automatic,20.38,5,Blue,143,Ventilated Disc,Disc,1416,1796,4458,1890,215,1600000,New_Delhi,6
9936,3 Series GT,BMW,Diesel,30000,1995,Automatic,21.76,5,White,188,Disc,Disc,1508,1828,4824,,226,2975000,New_Delhi,4
9937,B Class,Mercedes-Benz,Petrol,22000,1595,Automatic,11.9,5,Silver,120.7,Disc,Disc,1557,2010,4359,1950,190,1175000,New_Delhi,8
9938,Superb,Skoda,Petrol,43000,1798,Automatic,14.67,5,Grey,177.4,Disc,Disc,1483,1864,4861,2030,,1490000,New_Delhi,5
9939,Q5,Audi,Petrol,16000,1984,Automatic,8.5,5,Silver,248,Ventilated Disc,Disc,1659,2140,4663,2400,237,4500000,New_Delhi,3
9940,Vitara Brezza,Maruti,Diesel,32000,1248,Manual,24.3,5,Silver,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,735000,New_Delhi,4
9941,XC 90,Volvo,Diesel,27000,1969,Automatic,17.2,7,Blue,235,Disc,Disc,1776,2140,4950,,180,6575000,New_Delhi,2
9942,Etios,Toyota,Petrol,64000,1496,Manual,16.78,5,Golden,88.73,Ventilated Disc,Drum,1510,1695,4265,,180,249000,New_Delhi,10
9943,Swift,Maruti,Petrol,35000,1197,Manual,18.6,5,Silver,85.8,Ventilated Disc,Drum,1530,1695,3850,1415,160,345000,New_Delhi,8
9944,City,Honda,Petrol,75000,1497,Automatic,18,5,White,117.3,Disc,Drum,1495,1695,4440,,195,925000,New_Delhi,4
9945,A4,Audi,Petrol,35000,1798,Automatic,15.64,5,Blue,167.6,Ventilated Disc,Disc,1427,2040,4701,2020,225,1649000,New_Delhi,7
9946,Cooper Countryman,Mini,Diesel,19900,1998,Automatic,16.6,5,Green,112,Disc,Drum,1561,1996,4097,1820,181,2250000,New_Delhi,5
9947,Ciaz,Maruti,Petrol,34000,1373,Automatic,19.12,5,Blue,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,910000,New_Delhi,3
9948,Rover Range Rover Evoque,Land,Diesel,24999,1999,Automatic,15.68,5,White,177,Disc,Disc,1635,2120,4360,2350,195,3900000,New_Delhi,4
9949,Grand i10,Hyundai,Petrol,14500,1197,Manual,18.9,5,Silver,81.86,Disc,Drum,1520,1660,3765,,,425000,New_Delhi,5
9950,Grand i10,Hyundai,Petrol,44000,1197,Manual,20.36,5,Grey,78.9,Ventilated Disc,Drum,1550,1595,3585,,,175000,New_Delhi,11
9951,Jazz,Honda,Petrol,47000,1199,Automatic,19,5,Silver,88.7,Disc,Drum,1544,1694,3955,,172,500000,New_Delhi,5
9952,i20,Hyundai,Petrol,57000,1197,Manual,18.5,5,White,80,Disc,Drum,1505,1710,3940,,,210000,New_Delhi,11
9953,City,Honda,Petrol,83000,1497,Manual,17,5,Black,118,Disc,Drum,1480,1695,4420,,,250000,New_Delhi,12
9954,Amaze,Honda,Petrol,50000,1198,Manual,18,5,White,86.7,Disc,Drum,1505,1680,3990,,160,365000,New_Delhi,7
9955,Baleno,Maruti,Petrol,47000,1197,Manual,21.4,5,White,83.1,Disc,Drum,1510,1745,3995,1340,180,510000,New_Delhi,5
9956,Koleos,Renault,Diesel,63002,1995,Automatic,13.73,5,White,148,Ventilated Disc,Ventilated Disc,1690,1855,4520,2300,180,625000,New_Delhi,8
9957,SX4,Maruti,Diesel,62000,1248,Manual,21.5,5,White,88.8,Ventilated Disc,Drum,1550,1735,4490,,154,275000,New_Delhi,10
9958,Fortuner,Toyota,Diesel,194000,2982,Manual,12.55,7,White,168.5,Ventilated Disc,Drum,1850,1840,4705,2510,176,1400000,New_Delhi,7
9959,Vitara Brezza,Maruti,Diesel,39000,1248,Automatic,24.3,5,Red,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,835000,New_Delhi,3
9960,E-Class,Mercedes-Benz,Diesel,58000,2143,Automatic,13,5,White,201.1,Disc,Disc,1474,2071,4879,2280,242,1900000,New_Delhi,6
9961,Innova,Toyota,Diesel,65000,2494,Manual,12.99,7,Silver,100,Ventilated Disc,Leading-Trailing Drum,1760,1760,4585,2300,,670000,New_Delhi,8
9962,Creta,Hyundai,Petrol,43000,1591,Manual,13,5,Black,121.3,Disc,Drum,1630,1780,4270,,,1285000,New_Delhi,3
9963,Tucson,Hyundai,Petrol,32000,1999,Automatic,12.95,5,White,152.8,Disc,Disc,1660,1850,4475,,,1545000,New_Delhi,4
9964,Corolla Altis,Toyota,Petrol,68000,1798,Manual,14.53,5,White,138.1,Ventilated Disc,Disc,1475,1776,4620,,205,290000,New_Delhi,12
9965,A3,Audi,Diesel,58000,1968,Automatic,20.38,5,White,143,Ventilated Disc,Disc,1416,1960,4456,1890,215,1375000,New_Delhi,7
9966,Vento,Volkswagen,Petrol,29000,1197,Automatic,18.19,5,Blue,103.2,Ventilated Disc,Drum,1467,1699,4390,1720,185,790000,New_Delhi,4
9967,Ecosport,Ford,Petrol,12000,1496,Manual,15.9,5,Grey,120.6,Ventilated Disc,Drum,1647,1765,3998,1660,,690000,New_Delhi,4
9968,Cruze,Chevrolet,Diesel,61000,1998,Automatic,14.81,5,White,163.7,Disc,Disc,1477,1788,4597,,220,499000,New_Delhi,7
9969,Brio,Honda,Petrol,14000,1198,Manual,19.4,5,Silver,86.8,Disc,Drum,1500,1680,3610,,164,375000,New_Delhi,6
9970,i20,Hyundai,Petrol,36000,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,629000,New_Delhi,2
9971,Vento,Volkswagen,Petrol,29000,1197,Automatic,18.19,5,Blue,103.2,Ventilated Disc,Drum,1467,1699,4390,1720,185,790000,New_Delhi,4
9972,Ecosport,Ford,Petrol,12000,1496,Manual,15.9,5,Grey,120.6,Ventilated Disc,Drum,1647,1765,3998,1660,,690000,New_Delhi,4
9973,Cruze,Chevrolet,Diesel,61000,1998,Automatic,14.81,5,White,163.7,Disc,Disc,1477,1788,4597,,220,499000,New_Delhi,7
9974,Brio,Honda,Petrol,14000,1198,Manual,19.4,5,Silver,86.8,Disc,Drum,1500,1680,3610,,164,375000,New_Delhi,6
9975,i20,Hyundai,Petrol,36000,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,629000,New_Delhi,2
9976,Duster,Renault,Petrol,66000,1498,Automatic,14.99,5,Red,104.5,Disc,Drum,1695,1822,4315,1770,160,795000,New_Delhi,3
9977,Ertiga,Maruti,Diesel,58000,1248,Manual,24.52,7,Silver,88.5,Ventilated Disc,Drum,1685,1695,4296,,160,635000,New_Delhi,5
9978,Civic,Honda,Petrol,65000,1799,Manual,13.5,5,White,130,Ventilated Disc,Disc,1450,1750,4545,,,275000,New_Delhi,12
9979,Ecosport,Ford,Diesel,70000,1498,Manual,22.7,5,White,89.84,Ventilated Disc,Drum,1708,1765,3999,1740,182,569000,New_Delhi,6
9980,Baleno,Maruti,Petrol,13000,1197,Manual,21.4,5,Blue,83.1,Disc,Drum,1510,1745,3995,1340,180,525000,New_Delhi,2
9981,New C-Class,Mercedes-Benz,Diesel,39000,2143,Automatic,14.84,5,Grey,167.6,Ventilated Disc,Disc,1447,1770,4591,2115,228,1350000,New_Delhi,8
9982,Etios,Toyota,Diesel,42000,1364,Manual,23.59,5,sky blue,67.04,Ventilated Disc,Drum,1510,1695,4265,,,385000,New_Delhi,8
9983,Ecosport,Ford,Diesel,42000,1498,Manual,22.7,5,Grey,89.84,Ventilated Disc,Drum,1708,1765,3999,1740,182,380000,New_Delhi,8
9984,Ciaz,Maruti,Diesel,50018,1248,Manual,28.09,5,Brown,88.5,Ventilated Disc,Drum,1485,1730,4490,1595,190,550000,New_Delhi,5
9985,XUV500,Mahindra,Diesel,56968,2179,Manual,15.1,7,White,140,Disc & Caliper Type,Disc & Caliper Type,1785,1890,4585,2450,175,535000,New_Delhi,8
9986,Grand i10,Hyundai,Petrol,55360,1197,Manual,18.9,5,White,82,Disc,Drum,1520,1660,3765,,165,390000,New_Delhi,5
9987,Q5,Audi,Diesel,35000,1968,Automatic,14.16,5,White,174.3,Ventilated Disc,Disc,1655,2089,4629,2430,200,1650000,New_Delhi,8
9988,TUV 300,Mahindra,Diesel,40000,1493,Automatic,18.49,7,White,100,Disc,Drum,1826,1835,3995,2225,156,650000,New_Delhi,5
9989,Swift,Maruti,Diesel,83000,1248,Manual,28.4,5,White,74,Disc,Drum,1530,1735,3840,1405,,325000,New_Delhi,9
9990,A6,Audi,Diesel,89831,1968,Automatic,17.68,5,White,174.3,Ventilated Disc,Ventilated Disc,1455,2086,4915,2165,222,1350000,New_Delhi,7
9991,Corolla Altis,Toyota,Petrol,43000,1798,Manual,14.28,5,Silver,138,Ventilated Disc,Disc,1475,1775,4620,1660,200,1100000,New_Delhi,3
9992,Swift Dzire,Maruti,Petrol,48000,1197,Manual,20.85,5,White,83.14,Ventilated Disc,Drum,1555,1695,3995,1415,158,426000,New_Delhi,5
9993,City,Honda,Petrol,32000,1497,Automatic,18,5,Grey,117.6,Ventilated Disc,Drum,1495,1695,4440,1475,195,995000,New_Delhi,3
9994,E-Class,Mercedes-Benz,Diesel,68000,2143,Automatic,14.21,5,Silver,203,Ventilated Disc,Ventilated Disc,1471,1854,4868,,242,1795000,New_Delhi,7
9995,Amaze,Honda,Petrol,9500,1198,Manual,17.8,5,Silver,86.7,Disc,Drum,1505,1680,3990,,140,599000,New_Delhi,2
9996,X1,BMW,Diesel,65000,1995,Automatic,20.68,5,White,188,Disc,Disc,1612,1821,4439,,222,2100000,New_Delhi,5
9997,XUV500,Mahindra,Diesel,75000,2179,Automatic,16,7,Black,140,Disc,Disc,1785,1890,4585,2510,185,1275000,New_Delhi,4
9998,Swift,Maruti,Diesel,49000,1248,Manual,22.9,5,Blue,74,Ventilated Disc,Drum,1530,1695,3850,1505,158,385000,New_Delhi,7
9999,Fortuner,Toyota,Diesel,85000,2982,Automatic,12.55,7,White,168.5,Ventilated Disc,Drum,1850,1840,4705,2510,176,1500000,New_Delhi,7
10000,Fortuner,Toyota,Petrol,95000,2694,Automatic,10,7,White,163.6,Ventilated Disc,Ventilated Disc,1835,1855,4795,2510,,1350000,New_Delhi,8
10001,Fortuner,Toyota,Diesel,70000,2755,Automatic,15.04,7,Black,174.5,Ventilated Disc,Ventilated Disc,1835,1855,4795,2735,157,3200000,New_Delhi,3
10002,Alto K10,Maruti,Petrol,60000,998,Manual,23.95,5,White,67.05,Ventilated Disc,Drum,1475,1515,3545,1210,145,325000,New_Delhi,3
10003,Rover Range Rover Evoque,Land,Diesel,24999,1999,Automatic,15.68,5,White,177,Disc,Disc,1635,2120,4360,2350,195,3900000,New_Delhi,4
10004,Baleno,Maruti,Petrol,86000,1197,Manual,21.4,5,Grey,83.1,Disc,Drum,1510,1745,3995,1340,180,495000,New_Delhi,5
10005,Quanto,Mahindra,Diesel,70000,1493,Manual,17.21,7,White,100,Disc,Drum,1880,1850,3985,,160,250000,New_Delhi,8
10006,Vitara Brezza,Maruti,Diesel,86000,1248,Manual,24.3,5,Blue,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,590000,New_Delhi,5
10007,Grand i10,Hyundai,Petrol,70000,1197,Manual,20.36,5,Maroon,78.9,Ventilated Disc,Drum,1550,1595,3585,,,145000,New_Delhi,12
10008,Santro Xing,Hyundai,Petrol,55000,1086,Manual,17.92,5,Silver,62.1,Ventilated Disc,Drum,1590,1525,3565,,,244000,New_Delhi,8
10009,Fortuner,Toyota,Diesel,69000,2982,Automatic,12.55,7,White,168.5,Ventilated Disc,Drum,1850,1840,4705,2510,176,1356000,New_Delhi,8
10010,XUV500,Mahindra,Diesel,82597,2179,Manual,15.1,7,White,140,Disc & Caliper Type,Disc & Caliper Type,1785,1890,4585,2450,175,500000,New_Delhi,9
10011,XUV300,Mahindra,Diesel,37805,1497,Manual,20,5,AQUAMARINE,115,Disc,Disc,1627,1821,3995,,175,1000000,New_Delhi,2
10012,New C-Class,Mercedes-Benz,Diesel,44000,2148,Manual,15.8,5,White,170,Ventilated Disc,Disc,1447,2020,4591,2090,228,2200000,New_Delhi,6
10013,E-Class,Mercedes-Benz,Diesel,85000,2143,Automatic,13,5,White,201.1,Disc,Disc,1474,2071,4879,2280,242,1175000,New_Delhi,8
10014,Swift,Maruti,Diesel,90000,1248,Manual,22.9,5,White,74,Ventilated Disc,Drum,1530,1695,3850,1505,158,265000,New_Delhi,10
10015,5 Series,BMW,Diesel,56000,1995,Automatic,18.48,5,Brown,177,Ventilated Disc,Ventilated Disc,1468,1846,4841,2160,226,1190000,New_Delhi,9
10016,5 Series,BMW,Diesel,50000,2993,Automatic,14.69,5,Blue,258,Ventilated Disc,Ventilated Disc,1464,2102,4907,,250,2475000,New_Delhi,7
10017,XF,Jaguar,Diesel,32000,2179,Automatic,16.36,5,Silver,187.7,Disc,Disc,1460,1877,4961,2320,225,2350000,New_Delhi,8
10018,Creta,Hyundai,Diesel,78000,1582,Automatic,17.01,5,Grey,126.2,Disc,Drum,1630,1780,4270,,190,1125000,New_Delhi,3
10019,City,Honda,Petrol,68000,1497,Manual,17,5,Golden,118,Disc,Drum,1480,1695,4420,,,345000,New_Delhi,10
10020,Vento,Volkswagen,Petrol,37000,1598,Manual,15.04,5,White,103.6,Disc,Drum,1466,1699,4384,1720,185,310000,New_Delhi,8
10021,Corolla Altis,Toyota,Petrol,69000,1794,Automatic,14.53,5,Silver,138.1,Ventilated Disc,Disc,1475,1776,4620,,205,310000,New_Delhi,12
10022,City,Honda,Diesel,73000,1498,Manual,26,5,Red,98.6,Disc,Drum,1495,1695,4440,,190,445000,New_Delhi,7
